고객ID,사용기기,사용OS,유입경로,회원상태,거주지,연령,성별,서비스총구매수,총구매금액,총수정요청수,총추가결제금액
30201009162,SM-G935S,Android8.0.0,검색광고,정상회원,경상도,25,남성,2,12800,1,2800
30201009163,LGM-V300L,Android8.0.0,직접검색,정상회원,경상도,20,남성,7,205000,0,60000
30201009164,iPhone,iOS11.3.1,검색광고,정상회원,경상도,29,남성,7,1130000,0,70000
30201009165,SM-N950N,Android8.0.0,유튜브,정상회원,경상도,34,남성,5,246800,1,34800
30201009166,iPhone,iOS11.3.1,네이버블로그,정상회원,경상도,21,남성,10,335000,0,100000
30201009167,SM-N935K,Android8.0.0,네이버블로그,정상회원,경상도,35,남성,7,489800,1,64800
30201009168,iPhone,iOS12.0,유튜브,정상회원,경상도,30,여성,6,302000,0,60000
30201009169,SM-G935S,Android8.0.0,유튜브,정상회원,경상도,21,,12,392500,0,110000
3020100917,LGM-X600L,Android7.1.1,유튜브,정상회원,경기도,39,남성,6,140000,0,50000
30201009170,LGM-G600L,Android8.0.0,인스타그램,정상회원,경기도,31,남성,6,133000,0,60000
30201009171,LGM-G600L,Android8.0.0,네이버카페,정상회원,경기도,24,남성,9,196800,1,84800
30201009172,SM-N935K,Android8.0.0,유튜브,정상회원,경기도,25,남성,1,65000,0,10000
30201009173,iPhone,iOS11.4.1,네이버블로그,정상회원,경기도,23,남성,5,144500,0,50000
30201009174,SM-G935S,Android8.0.0,네이버블로그,정상회원,경기도,35,남성,2,80000,0,20000
30201009175,SM-G965N,Android8.0.0,네이버블로그,정상회원,경기도,19,여성,8,612800,1,72800
30201009176,LGM-V300L,Android8.0.0,네이버블로그,정상회원,경기도,30,남성,8,300800,1,74800
30201009177,iPhone,iOS12.0,인스타그램,정상회원,경기도,19,남성,7,430000,0,60000
30201009178,iPhone,iOS11.4.1,유튜브,정상회원,경기도,28,남성,3,41000,0,20000
30201009179,SM-N935K,Android8.0.0,인스타그램,정상회원,경기도,34,남성,4,169800,1,34800
3020100918,LGM-V300L,Android8.0.0,네이버카페,정상회원,경기도,22,남성,2,85000,0,20000
30201009180,SM-T280,Android5.1.1,네이버카페,정상회원,경기도,41,남성,7,157000,0,70000
30201009181,iPhone,iOS11.1.1,검색광고,정상회원,경기도,20,남성,7,525000,0,70000
30201009182,SM-G950N,Android8.0.0,네이버카페,정상회원,경기도,34,남성,9,448000,0,90000
30201009183,SM-G950N,Android8.0.0,유튜브,정상회원,경기도,27,여성,2,60000,0,20000
30201009184,iPhone,iOS11.3.1,유튜브,정상회원,경기도,23,여성,6,170000,0,50000
30201009185,iPhone,iOS11.4.1,인스타그램,정상회원,경기도,37,남성,7,1020000,0,60000
30201009186,SM-N916L,Android6.0.1,인스타그램,정상회원,경기도,25,남성,9,250000,0,80000
30201009187,iPhone,iOS11.4.1,네이버카페,정상회원,경기도,34,남성,2,150000,0,20000
30201009188,SM-N916L,Android6.0.1,유튜브,정상회원,경기도,29,여성,7,310000,0,70000
30201009189,SM-N950N,Android8.0.0,인스타그램,정상회원,경상도,25,여성,7,393800,1,64800
3020100919,iPhone,iOS12.0,뉴스광고,정상회원,서울시,27,,5,130000,0,50000
30201009190,iPhone,iOS11.4.1,직접검색,정상회원,서울시,28,남성,7,753000,0,70000
30201009191,iPhone,iOS11.4.1,유튜브,정상회원,서울시,31,남성,9,492000,0,90000
30201009192,iPhone,iOS12.0,네이버블로그,정상회원,서울시,33,여성,3,195000,0,30000
30201009193,iPhone,iOS11.4.1,네이버카페,정상회원,경상도,26,여성,4,65000,0,40000
30201009194,LM-Q725L,Android8.1.0,유튜브,정상회원,경상도,30,남성,7,279000,0,70000
30201009195,LGM-V300L,Android8.0.0,유튜브,정상회원,경상도,38,여성,4,120000,0,40000
30201009196,SM-N916L,Android6.0.1,네이버블로그,정상회원,경상도,21,남성,7,507000,0,70000
30201009197,LGM-G600L,Android8.0.0,네이버블로그,정상회원,경상도,20,남성,6,170000,-1,50000
30201009198,LGM-V300L,Android8.0.0,검색광고,정상회원,경상도,25,남성,5,90000,-1,30000
30201009199,SM-G950N,Android8.0.0,유튜브,정상회원,경상도,22,남성,3,99800,1,24800
302010092,SM-G930K,Android8.0.0,유튜브,정상회원,경상도,26,남성,6,328600,2,49600
3020100920,SM-N935K,Android8.0.0,네이버블로그,정상회원,전라도,32,남성,6,210000,0,50000
30201009200,LGM-G600L,Android8.0.0,인스타그램,정상회원,충청도,34,남성,8,234000,0,80000
3020100921,SM-T280,Android5.1.1,유튜브,정상회원,충청도,43,남성,7,278000,0,60000
3020100922,LGM-V300L,Android8.0.0,유튜브,정상회원,서울시,21,남성,4,150000,0,30000
3020100923,SM-N935K,Android8.0.0,네이버블로그,정상회원,서울시,32,남성,8,1036000,0,70000
3020100924,SM-G610S,Android7.0,유튜브,정상회원,서울시,35,남성,7,276000,0,70000
3020100925,SM-G930K,Android8.0.0,네이버블로그,정상회원,충청도,33,남성,8,293000,0,80000
3020100926,SM-N935K,Android8.0.0,인스타그램,정상회원,충청도,24,여성,5,449000,0,50000
3020100927,SM-G610S,Android7.0,네이버블로그,정상회원,충청도,31,남성,8,331000,0,80000
3020100928,LM-Q725L,Android8.1.0,직접검색,정상회원,충청도,39,남성,6,330000,0,60000
3020100929,SM-N916S,Android6.0.1,네이버블로그,정상회원,경기도,48,남성,8,215000,0,80000
302010093,SM-N920K,Android7.0,네이버블로그,정상회원,경기도,26,남성,9,622000,0,90000
3020100930,SM-G610S,Android7.0,유튜브,정상회원,전라도,21,남성,6,168000,0,50000
3020100931,LGM-G600L,Android8.0.0,네이버블로그,정상회원,경상도,29,남성,3,60000,0,30000
3020100932,LGM-G600L,Android8.0.0,유튜브,정상회원,경상도,27,,7,425000,0,70000
3020100933,LGM-G600L,Android8.0.0,구글광고,정상회원,경상도,30,남성,3,75000,0,30000
3020100934,LGM-X600L,Android7.1.1,인스타그램,정상회원,경상도,35,남성,12,488800,0,94800
3020100935,SM-N935K,Android8.0.0,검색광고,정상회원,경상도,22,남성,10,346600,2,89600
3020100936,iPhone,iOS11.4.1,네이버블로그,정상회원,경상도,20,남성,4,250000,0,40000
3020100937,LG-F700L,Android6.0.1,네이버카페,정상회원,서울시,21,남성,8,595000,0,80000
3020100938,SM-G935S,Android8.0.0,인스타그램,정상회원,서울시,20,,6,182700,4,67700
3020100939,iPhone,iOS11.4.1,네이버블로그,정상회원,경기도,25,남성,5,200000,0,40000
302010094,SM-G950N,Android8.0.0,네이버블로그,정상회원,경상도,22,남성,4,165000,0,40000
3020100940,SM-N916S,Android6.0.1,유튜브,정상회원,서울시,21,여성,4,60000,0,40000
3020100941,SM-N920K,Android7.0,유튜브,정상회원,서울시,25,,6,344800,1,54800
3020100942,LG-F700L,Android6.0.1,인스타그램,정상회원,서울시,37,남성,5,110000,0,50000
3020100943,SM-N916S,Android6.0.1,유튜브,정상회원,전라도,24,,4,124600,2,29600
3020100944,iPhone,iOS11.4.1,네이버블로그,정상회원,경상도,34,남성,4,189800,1,34800
3020100945,LM-X410L,Android8.1.0,페이스북,정상회원,경상도,25,남성,5,269800,1,44800
3020100946,SM-G930K,Android8.0.0,검색광고,정상회원,경상도,36,남성,8,294000,-1,70000
3020100947,SM-G950N,Android8.0.0,네이버블로그,정상회원,경상도,26,남성,5,153000,0,50000
3020100948,LGM-V300L,Android8.0.0,네이버카페,정상회원,경상도,21,남성,8,434800,1,74800
3020100949,SM-G610S,Android7.0,유튜브,정상회원,경상도,48,남성,8,407800,1,72800
302010095,iPhone,iOS11.1.1,네이버블로그,정상회원,경기도,28,남성,6,430000,0,60000
3020100950,LGM-X600L,Android7.1.1,인스타그램,정상회원,경기도,23,남성,6,901000,0,60000
3020100951,iPhone,iOS11.4.1,네이버블로그,정상회원,경기도,27,여성,7,283000,-1,60000
3020100952,iPhone,iOS11.3.1,유튜브,정상회원,경기도,28,여성,4,135000,0,40000
3020100953,LG-F700L,Android6.0.1,직접검색,정상회원,경기도,25,남성,5,395000,0,50000
3020100954,LGM-G600L,Android8.0.0,구글광고,정상회원,경기도,25,,12,539500,0,120000
3020100955,LM-X410L,Android8.1.0,네이버블로그,정상회원,경기도,26,남성,8,210000,0,80000
3020100956,SM-N910L,Android6.0.1,네이버블로그,정상회원,경기도,26,,2,31800,1,14800
3020100957,SM-N935K,Android8.0.0,유튜브,정상회원,경기도,23,남성,8,565000,0,80000
3020100958,LGM-V300L,Android8.0.0,유튜브,탈퇴,경기도,22,여성,4,220000,0,40000
3020100959,iPhone,iOS11.1.1,유튜브,정상회원,경기도,31,남성,7,271800,1,52800
302010096,LG-F700L,Android6.0.1,검색광고,정상회원,경기도,38,남성,4,125000,0,40000
3020100960,SM-N935K,Android8.0.0,유튜브,정상회원,경기도,30,남성,10,320000,0,100000
3020100961,SM-G950N,Android8.0.0,네이버블로그,정상회원,경기도,42,남성,10,515000,0,100000
3020100962,iPhone,iOS11.3.1,네이버블로그,정상회원,경기도,20,여성,4,739000,0,40000
3020100963,iPhone,iOS12.0,네이버블로그,정상회원,경기도,33,남성,3,51000,0,30000
3020100964,LM-X410L,Android8.1.0,유튜브,정상회원,경기도,22,남성,5,545000,0,40000
3020100965,LM-X410L,Android8.1.0,네이버블로그,정상회원,경기도,30,,2,30000,0,20000
3020100966,Mi A2,Android8.1.0,네이버블로그,정상회원,경기도,31,남성,7,555000,0,70000
3020100967,SM-N920K,Android7.0,네이버블로그,정상회원,전라도,30,여성,7,259800,1,64800
3020100968,SM-G950N,Android8.0.0,유튜브,정상회원,전라도,23,남성,5,355000,0,50000
3020100969,SM-T280,Android5.1.1,유튜브,정상회원,경상도,32,남성,10,209000,0,100000
302010097,SM-G950N,Android8.0.0,유튜브,정상회원,경상도,30,남성,10,697500,0,100000
3020100970,SM-G950N,Android8.0.0,네이버블로그,정상회원,경상도,27,남성,8,159800,1,64800
3020100971,Mi A2,Android8.1.0,직접검색,정상회원,경상도,30,,2,400000,0,20000
3020100972,SM-N950N,Android8.0.0,유튜브,정상회원,경상도,26,남성,9,247000,-1,80000
3020100973,SM-G610S,Android7.0,인스타그램,정상회원,경상도,48,여성,6,463800,1,44800
3020100974,SM-N935K,Android8.0.0,유튜브,정상회원,경상도,21,남성,7,366000,0,70000
3020100975,iPhone,iOS11.3.1,유튜브,정상회원,경상도,26,여성,7,1049000,0,70000
3020100976,SM-G935S,Android8.0.0,네이버카페,정상회원,경상도,24,남성,4,100000,0,30000
3020100977,SM-N920K,Android7.0,네이버블로그,정상회원,경상도,22,남성,7,208000,0,70000
3020100978,SM-G950N,Android8.0.0,유튜브,정상회원,경상도,29,남성,8,393800,1,74800
3020100979,SM-N910L,Android6.0.1,검색광고,정상회원,경상도,24,남성,5,257000,0,40000
302010098,SM-G610S,Android7.0,네이버블로그,정상회원,경상도,29,남성,8,364000,0,80000
3020100980,LGM-X600L,Android7.1.1,네이버블로그,정상회원,경상도,21,남성,8,1398600,2,69600
3020100981,Mi A2,Android8.1.0,유튜브,정상회원,경상도,23,남성,4,179800,1,34800
3020100982,HUAWEI VNS-L62,Android6.0.1,네이버블로그,정상회원,경상도,32,남성,3,90000,-1,20000
3020100983,SM-N950N,Android8.0.0,유튜브,정상회원,경상도,24,남성,5,165000,0,50000
3020100984,SM-G935S,Android8.0.0,네이버블로그,정상회원,충청도,27,남성,8,349800,1,74800
3020100985,LGM-X600L,Android7.1.1,검색광고,정상회원,충청도,35,여성,2,55000,0,20000
3020100986,SM-G930L,Android8.0.0,유튜브,정상회원,충청도,21,남성,9,1295000,0,80000
3020100987,SM-G930L,Android8.0.0,네이버블로그,정상회원,충청도,37,,5,354000,0,50000
3020100988,Mi A2,Android8.1.0,인스타그램,정상회원,경기도,24,여성,7,324000,0,70000
3020100989,SM-G965N,Android8.0.0,유튜브,정상회원,경기도,23,남성,4,118000,0,40000
302010099,LGM-G600L,Android8.0.0,유튜브,정상회원,경기도,42,남성,8,290000,0,70000
3020100990,iPhone,iOS11.4.1,검색광고,정상회원,경기도,48,남성,6,660000,0,60000
3020100991,SM-G965N,Android8.0.0,유튜브,정상회원,경기도,25,남성,7,330000,0,70000
3020100992,Mi A2,Android8.1.0,네이버카페,정상회원,경기도,31,남성,6,209800,1,54800
3020100993,iPhone,iOS11.4.1,유튜브,정상회원,경기도,29,여성,6,434100,2,59100
3020100994,iPhone,iOS11.4.1,네이버카페,정상회원,전라도,21,여성,2,45000,0,20000
3020100995,SM-N920K,Android7.0,검색광고,정상회원,전라도,24,남성,3,60000,0,30000
3020100996,LGM-X600L,Android7.1.1,유튜브,정상회원,전라도,26,남성,8,369000,0,70000
3020100997,SM-N920K,Android7.0,네이버블로그,정상회원,전라도,26,,10,746800,1,92800
3020100998,LGM-X600L,Android7.1.1,유튜브,정상회원,전라도,37,여성,5,342000,0,50000
3020100999,HUAWEI VNS-L62,Android6.0.1,유튜브,정상회원,경상도,30,남성,2,80000,0,20000
30201032111,SM-N920K,Android7.0,네이버블로그,정상회원,경상도,20,남성,1,100000,1,0
30201032124,SM-N920K,Android7.0,네이버블로그,정상회원,경상도,24,,1,26300,2,1300
30201032131,Mi A2,Android8.1.0,인스타그램,정상회원,제주도,23,남성,1,11000,1,0
30201032137,SM-G950N,Android8.0.0,네이버블로그,정상회원,서울시,21,남성,2,149000,0,0
30201032152,iPhone,iOS11.4.1,유튜브,정상회원,서울시,21,남성,1,9000,0,0
30201032177,SM-G950N,Android8.0.0,유튜브,정상회원,서울시,25,남성,1,5000,1,0
30201032185,iPhone,iOS11.4.1,유튜브,정상회원,충청도,25,남성,1,5000,0,0
30201032197,iPhone,iOS11.3.1,유튜브,정상회원,충청도,34,남성,1,100000,1,0
3020103250,LM-Q725L,Android8.1.0,유튜브,정상회원,충청도,26,남성,2,18000,3,3000
3020103256,SM-N920S,Android7.0,유튜브,정상회원,서울시,30,남성,1,100000,0,0
3020103261,SM-N920S,Android7.0,유튜브,정상회원,서울시,28,남성,1,5000,0,0
3020103263,SM-N935K,Android8.0.0,네이버카페,정상회원,서울시,26,남성,1,50000,0,0
3020103270,iPhone,iOS11.4.1,네이버블로그,정상회원,서울시,24,여성,2,330000,1,0
3020103280,iPhone,iOS11.4.1,유튜브,정상회원,서울시,34,여성,1,5000,0,0
3020103299,SM-G930K,Android8.0.0,유튜브,정상회원,서울시,32,남성,1,5000,0,0
30203005101,iPhone,iOS11.4.1,유튜브,정상회원,경기도,31,남성,1,20000,0,0
30203005103,SM-G950N,Android8.0.0,네이버카페,정상회원,경기도,28,남성,1,10000,0,0
30203005109,SM-N950N,Android8.0.0,유튜브,정상회원,경기도,26,여성,1,200000,0,0
30203005120,SM-N950N,Android8.0.0,네이버카페,정상회원,경기도,20,남성,1,45000,0,0
30203005124,LGM-X600L,Android7.1.1,인스타그램,정상회원,경기도,45,남성,1,50000,0,0
30203005134,LGM-X600L,Android7.1.1,유튜브,정상회원,경기도,20,,1,0,-1,0
30203005138,SM-N935K,Android8.0.0,인스타그램,정상회원,경기도,21,남성,2,12500,0,0
3020300514,SM-G950N,Android8.0.0,다음카페,정상회원,경기도,21,여성,1,50000,0,0
30203005144,SM-G950N,Android8.0.0,네이버블로그,정상회원,경기도,21,남성,2,81000,0,0
30203005147,iPhone,iOS12.0,유튜브,정상회원,경기도,37,남성,1,50000,0,0
30203005154,iPhone,iOS11.4.1,검색광고,정상회원,경기도,22,,1,10000,0,0
30203005155,iPhone,iOS12.0,유튜브,정상회원,경기도,21,여성,1,50000,0,0
30203005170,SM-G950N,Android8.0.0,유튜브,정상회원,경기도,20,남성,1,50000,0,0
30203005174,SM-G950N,Android8.0.0,유튜브,정상회원,경기도,27,남성,1,20000,0,0
3020300519,Mi A2,Android8.1.0,네이버블로그,정상회원,경기도,22,남성,1,11000,0,0
30203005190,iPhone,iOS11.4.1,유튜브,정상회원,경기도,31,여성,1,10000,0,0
3020300558,iPhone,iOS11.4.1,검색광고,정상회원,서울시,33,,1,5000,0,0
3020300564,SM-N935K,Android8.0.0,유튜브,정상회원,서울시,21,남성,1,7000,0,0
3020300567,LGM-V300L,Android8.0.0,유튜브,정상회원,서울시,23,여성,1,50000,0,0
3020300579,LGM-V300L,Android8.0.0,검색광고,정상회원,서울시,33,남성,1,0,-1,0
302040011,SM-G610S,Android7.0,인스타그램,정상회원,서울시,23,여성,1,24600,0,4600
3020400110,SM-N935K,Android8.0.0,구글광고,정상회원,서울시,40,남성,2,509200,0,9200
30204001100,SM-G610S,Android7.0,직접검색,정상회원,서울시,25,,1,9600,0,4600
30204001102,SM-G930K,Android8.0.0,네이버블로그,정상회원,서울시,28,남성,3,46800,0,13800
30204001103,SM-N935K,Android8.0.0,검색광고,정상회원,서울시,22,남성,1,34600,0,4600
30204001104,SM-N920S,Android7.0,유튜브,정상회원,서울시,30,남성,1,34600,0,4600
30204001105,iPhone,iOS12.0,네이버카페,정상회원,서울시,26,,2,64200,0,9200
30204001106,iPhone,iOS11.0.2,검색광고,정상회원,충청도,28,남성,2,49200,0,9200
30204001108,iPhone,iOS12.0,인스타그램,정상회원,충청도,30,남성,1,34600,0,4600
3020400111,iPhone,iOS12.0,유튜브,정상회원,충청도,31,남성,2,169200,0,9200
30204001110,SM-G610S,Android7.0,네이버카페,정상회원,충청도,20,남성,2,69200,0,9200
30204001111,iPhone,iOS12.0,네이버블로그,정상회원,서울시,24,여성,1,34600,0,4600
30204001112,iPhone,iOS12.0,네이버블로그,정상회원,서울시,37,남성,1,43000,1,13000
30204001114,iPhone,iOS12.0,네이버블로그,정상회원,서울시,52,여성,1,29600,0,4600
30204001115,Mi A2,Android8.1.0,네이버블로그,정상회원,경상도,33,남성,2,128200,0,9200
30204001116,Mi A2,Android8.1.0,인스타그램,정상회원,경상도,30,남성,1,34600,0,4600
30204001118,Mi A2,Android8.1.0,인스타그램,정상회원,경상도,20,남성,1,54600,0,4600
30204001119,iPhone,iOS12.0,유튜브,정상회원,경상도,30,남성,2,1817600,1,17600
3020400112,SM-G950N,Android8.0.0,네이버블로그,정상회원,경상도,29,여성,1,11600,0,4600
30204001120,iPhone,iOS12.0,네이버블로그,정상회원,경상도,26,남성,2,89200,0,9200
30204001122,Mi A2,Android8.1.0,네이버카페,정상회원,경상도,26,남성,1,54600,0,4600
30204001123,iPhone,iOS12.0,유튜브,정상회원,경상도,20,여성,1,104600,0,4600
30204001124,SM-G950N,Android8.0.0,네이버블로그,정상회원,경상도,20,남성,1,9600,0,4600
30204001125,SM-N935K,Android8.0.0,유튜브,정상회원,경기도,24,남성,1,54600,0,4600
30204001126,SM-G935S,Android8.0.0,유튜브,정상회원,경기도,28,남성,2,139200,0,9200
30204001128,SM-G935S,Android8.0.0,유튜브,정상회원,경기도,25,남성,1,9600,0,4600
30204001129,SM-G935S,Android8.0.0,인스타그램,탈퇴,경기도,31,남성,2,109200,0,9200
30204001130,SM-G960N,Android8.0.0,검색광고,정상회원,경기도,29,남성,1,54600,0,4600
30204001132,iPhone,iOS11.4,네이버블로그,정상회원,경기도,27,남성,1,54600,0,4600
30204001133,SM-G610S,Android7.0,네이버블로그,정상회원,경기도,27,,1,194600,0,4600
30204001134,SM-G935S,Android8.0.0,검색광고,정상회원,경기도,21,남성,1,29600,0,4600
30204001136,SM-G930L,Android8.0.0,검색광고,탈퇴,경기도,23,남성,5,382000,0,23000
30204001137,SM-G930L,Android8.0.0,유튜브,정상회원,경기도,41,여성,2,169200,0,9200
30204001138,HUAWEI VNS-L62,Android6.0.1,구글광고,정상회원,경기도,23,남성,1,54600,0,4600
30204001140,SM-G950N,Android8.0.0,유튜브,정상회원,경기도,28,남성,3,348800,0,13800
30204001141,SM-N950N,Android8.0.0,인스타그램,정상회원,전라도,22,남성,1,9600,0,4600
30204001142,SM-N950N,Android8.0.0,검색광고,정상회원,전라도,27,남성,1,3504600,0,4600
30204001143,SM-G610S,Android7.0,페이스북,정상회원,경기도,37,여성,1,149600,0,4600
30204001144,SM-G610S,Android7.0,페이스북,정상회원,경기도,36,남성,3,123800,0,13800
30204001145,SM-N950N,Android8.0.0,유튜브,정상회원,경기도,45,남성,2,84200,0,9200
30204001147,SM-N950N,Android8.0.0,유튜브,정상회원,충청도,28,남성,4,717400,0,18400
30204001149,iPhone,iOS12.1,유튜브,정상회원,충청도,27,남성,1,15600,0,4600
3020400115,SM-G950N,Android8.0.0,유튜브,정상회원,경기도,21,여성,2,124200,0,9200
30204001150,iPhone,iOS12.1,유튜브,정상회원,경기도,22,여성,1,34600,0,4600
30204001151,SM-G610S,Android7.0,유튜브,정상회원,경기도,21,남성,3,138800,0,13800
30204001153,SM-G930L,Android8.0.0,유튜브,탈퇴,경기도,21,남성,1,54600,0,4600
30204001155,HUAWEI VNS-L62,Android6.0.1,유튜브,정상회원,경기도,45,여성,2,49200,0,9200
30204001156,SM-G930L,Android8.0.0,네이버블로그,정상회원,경기도,28,남성,3,163800,0,13800
30204001157,SM-N935K,Android8.0.0,유튜브,정상회원,경기도,24,남성,1,9600,0,4600
30204001158,iPhone,iOS12.0,유튜브,정상회원,경기도,28,남성,1,34600,0,4600
30204001159,iPhone,iOS12.0,유튜브,정상회원,경기도,36,남성,1,54600,0,4600
3020400116,SM-G930L,Android8.0.0,유튜브,정상회원,경기도,26,남성,3,43800,0,13800
30204001161,SM-G610S,Android7.0,유튜브,정상회원,경기도,,남성,1,14600,0,4600
30204001162,iPhone,iOS12.0,네이버카페,정상회원,경기도,37,남성,1,9600,0,4600
30204001165,SM-G960N,Android8.0.0,네이버블로그,정상회원,경기도,26,여성,3,108800,0,13800
30204001166,SM-G610S,Android7.0,네이버블로그,정상회원,경기도,52,여성,2,44200,0,9200
30204001167,SM-G930L,Android8.0.0,유튜브,탈퇴,경기도,,남성,1,29600,0,4600
30204001168,SM-G950N,Android8.0.0,네이버블로그,정상회원,경기도,25,남성,3,103800,0,13800
30204001170,SM-N935K,Android8.0.0,네이버블로그,정상회원,경기도,25,남성,1,304600,0,4600
30204001171,SM-G960N,Android8.0.0,유튜브,정상회원,경상도,48,남성,1,14600,0,4600
30204001174,SM-G960N,Android8.0.0,검색광고,정상회원,경상도,21,여성,1,59600,0,4600
30204001175,iPhone,iOS11.4,구글광고,정상회원,경상도,22,남성,1,604600,0,4600
30204001177,SM-G950N,Android8.0.0,유튜브,정상회원,경기도,19,남성,1,54600,0,4600
30204001178,SM-G930S,Android8.0.0,검색광고,정상회원,경기도,22,남성,2,83200,0,9200
3020400118,iPhone,iOS12.0,인스타그램,정상회원,경기도,31,남성,1,19600,0,4600
30204001180,SM-G960N,Android8.0.0,검색광고,정상회원,서울시,21,남성,4,213400,0,18400
30204001183,SM-N920S,Android7.0,유튜브,정상회원,서울시,43,여성,3,478800,0,13800
30204001184,SM-G930S,Android8.0.0,유튜브,정상회원,서울시,22,여성,1,9600,0,4600
30204001185,SM-N920S,Android7.0,네이버블로그,정상회원,전라도,26,남성,1,54600,0,4600
30204001186,SM-G950N,Android8.0.0,인스타그램,정상회원,전라도,38,여성,4,93400,0,18400
30204001187,iPhone,iOS11.4.1,네이버카페,정상회원,경기도,22,남성,2,24200,0,9200
30204001188,iPhone,iOS12.1,검색광고,정상회원,경기도,22,여성,1,14600,0,4600
30204001189,iPhone,iOS12.0,인스타그램,정상회원,경상도,32,남성,1,14600,0,4600
3020400119,SM-G955U,Android7.0,인스타그램,정상회원,서울시,30,남성,1,9600,0,4600
30204001190,SM-G960N,Android8.0.0,유튜브,정상회원,서울시,21,남성,1,9600,0,4600
30204001191,SM-N950N,Android8.0.0,네이버블로그,정상회원,서울시,23,,3,98800,0,13800
30204001192,SM-G930S,Android8.0.0,유튜브,정상회원,서울시,27,여성,3,1083800,0,13800
30204001193,SM-G610S,Android7.0,네이버블로그,정상회원,서울시,24,여성,1,194600,0,4600
30204001195,iPhone,iOS11.4.1,네이버블로그,정상회원,경상도,43,남성,1,34600,0,4600
30204001196,SM-N950N,Android8.0.0,네이버블로그,정상회원,경기도,22,여성,1,24600,0,4600
30204001197,SM-G930S,Android8.0.0,네이버블로그,정상회원,경기도,39,,2,129200,0,9200
30204001198,iPhone,iOS11.4.1,네이버블로그,정상회원,경기도,,,1,54600,0,4600
30204001199,iPhone,iOS11.4.1,네이버카페,정상회원,전라도,26,여성,2,64200,0,9200
302040012,iPhone,iOS11.4.1,유튜브,정상회원,서울시,24,여성,1,9600,0,4600
3020400120,SM-G930L,Android8.0.0,인스타그램,정상회원,경기도,21,여성,1,0,-1,0
30204001200,iPhone,iOS12.1,유튜브,정상회원,경기도,29,남성,2,114200,0,9200
3020400121,HUAWEI VNS-L62,Android6.0.1,유튜브,정상회원,경기도,27,여성,1,9600,0,4600
3020400122,SM-G930S,Android8.0.0,유튜브,정상회원,경기도,19,여성,1,54600,0,4600
3020400124,HUAWEI VNS-L62,Android6.0.1,유튜브,정상회원,경기도,34,남성,1,34600,0,4600
3020400125,SM-G950N,Android8.0.0,인스타그램,정상회원,경기도,45,여성,3,268800,0,13800
3020400126,iPhone,iOS12.0,네이버카페,정상회원,경기도,36,남성,3,59800,0,13800
3020400127,SM-G955U,Android7.0,직접검색,정상회원,경기도,20,남성,1,34600,0,4600
3020400128,SM-G960N,Android8.0.0,네이버블로그,정상회원,경기도,31,남성,3,161800,0,13800
3020400129,iPhone,iOS12.1,네이버블로그,정상회원,경기도,28,남성,3,54800,0,13800
3020400130,SM-N916L,Android6.0.1,유튜브,정상회원,경기도,20,여성,4,148400,0,18400
3020400132,LGM-V300L,Android8.0.0,유튜브,정상회원,경기도,22,남성,2,59200,0,9200
3020400133,HUAWEI VNS-L62,Android6.0.1,유튜브,정상회원,경기도,25,남성,2,69200,0,9200
3020400134,SM-G610S,Android7.0,인스타그램,정상회원,경상도,22,,1,1004600,0,4600
3020400135,iPhone,iOS11.4.1,인스타그램,정상회원,경상도,24,남성,1,254600,0,4600
3020400136,iPhone,iOS11.4.1,네이버블로그,정상회원,강원도,24,남성,2,259200,0,9200
3020400137,iPhone,iOS12.1,네이버블로그,정상회원,강원도,24,,2,118200,0,9200
3020400138,iPhone,iOS12.0,네이버블로그,정상회원,충청도,23,남성,1,254600,0,4600
302040014,SM-G610S,Android7.0,유튜브,정상회원,충청도,23,남성,1,24600,0,4600
3020400141,HUAWEI VNS-L62,Android6.0.1,유튜브,정상회원,충청도,26,여성,1,104600,0,4600
3020400143,SM-N950N,Android8.0.0,유튜브,정상회원,충청도,27,남성,1,34600,0,4600
3020400144,iPhone,iOS12.0,네이버카페,탈퇴,충청도,23,남성,1,9600,0,4600
3020400145,iPhone,iOS11.4.1,네이버블로그,정상회원,충청도,21,여성,1,14600,0,4600
3020400147,LGM-V300L,Android8.0.0,유튜브,정상회원,서울시,21,남성,5,53900,-1,18400
3020400148,iPhone,iOS12.1,유튜브,정상회원,서울시,28,여성,4,78400,0,18400
3020400149,iPhone,iOS11.4.1,유튜브,정상회원,서울시,26,남성,3,193800,0,13800
302040015,SM-G610S,Android7.0,유튜브,정상회원,서울시,38,남성,1,37600,0,4600
3020400150,SM-N950N,Android8.0.0,유튜브,정상회원,서울시,24,남성,1,9600,0,4600
3020400152,SM-N950N,Android8.0.0,네이버블로그,정상회원,경기도,26,남성,1,37600,0,4600
3020400153,iPhone,iOS11.4.1,유튜브,정상회원,경기도,20,남성,5,145000,0,23000
3020400155,iPhone,iOS11.4.1,네이버블로그,정상회원,경기도,24,남성,1,9600,0,4600
3020400157,SM-G935S,Android8.0.0,검색광고,정상회원,경기도,28,남성,1,64600,0,4600
3020400158,LGM-V300L,Android8.0.0,유튜브,정상회원,경기도,27,남성,1,54600,0,4600
3020400159,SM-G610S,Android7.0,유튜브,정상회원,경기도,28,남성,1,23000,1,13000
302040016,SM-G950N,Android8.0.0,검색광고,정상회원,경기도,29,남성,2,169200,0,9200
